day,start_node,end_node,percentile,mild_infected,total
1,5914,12061,50,0,25
1,5914,12061,75,0,25
1,5914,14713,25,0,27
1,5914,14713,50,0,27
1,5914,14713,75,0,27
1,5914,15081,25,0,12
1,5914,15081,50,0,12
1,5914,15081,75,0,12
1,5914,15086,25,0,12
1,5914,15086,50,0,12
1,5914,15086,75,0,12
1,5914,16051,25,0,13
1,5914,16051,50,0,13
1,5914,16051,75,0,13
1,5914,16063,25,0,13
1,5914,16063,50,0,13
1,5914,16063,75,0,13
1,5914,16064,25,0,25
1,5914,16064,50,0,25
1,5914,16064,75,0,25
1,5915,1055,25,0,13
1,5915,1055,50,0,13
1,5915,1055,75,0,13
1,5915,2000,25,0,98
1,5915,2000,50,0,98
1,5915,2000,75,0,98
1,5915,3101,25,0,19
1,5915,3101,50,0,19
1,5915,3101,75,0,19
1,5915,3103,25,0,13
1,5915,3103,50,0,13
1,5915,3103,75,0,13
1,5915,3154,25,0,12
1,5915,3154,50,0,12
1,5915,3154,75,0,12
1,5915,3155,25,0,5
1,5915,3155,50,0,5
1,5915,3155,75,0,5
1,5915,3158,25,0,13
1,5915,3158,50,0,13
1,5915,3158,75,0,13
1,5915,3159,25,0,7
1,5915,3159,50,0,7
1,5915,3159,75,0,7
1,5915,3241,25,0,180
1,5915,3241,50,0,180
1,5915,3241,75,0,180
1,5915,3251,25,0,14
1,5915,3251,50,0,14
1,5915,3251,75,0,14
1,5915,3252,25,0,29
1,5915,3252,50,0,29
1,5915,3252,75,0,29
1,5915,3257,25,0,22
1,5915,3257,50,0,22
1,5915,3257,75,0,22
1,5915,3358,25,0,13
1,5915,3358,50,0,13
1,5915,3358,75,0,13
1,5915,3401,25,0,26
1,5915,3401,50,0,26
1,5915,3401,75,0,26
1,5915,3403,25,0,10
1,5915,3403,50,0,10
1,5915,3403,75,0,10
1,5915,3404,25,0,55
1,5915,3404,50,0,55
1,5915,3404,75,0,55
1,5915,3452,25,0,14
1,5915,3452,50,0,14
1,5915,3452,75,0,14
1,5915,3453,25,0,4
1,5915,3453,50,0,4
1,5915,3453,75,0,4
1,5915,3454,25,0,46
1,5915,3454,50,0,46
1,5915,3454,75,0,46
1,5915,3456,25,0,4
1,5915,3456,50,0,4
1,5915,3456,75,0,4
1,5915,3459,25,0,96
1,5915,3459,50,0,96
1,5915,3459,75,0,96
1,5915,4011,25,0,49
1,5915,4011,50,0,49
1,5915,4011,75,0,49
1,5915,4012,25,0,12
1,5915,4012,50,0,12
1,5915,4012,75,0,12
1,5915,5111,25,0,508
1,5915,5111,50,0,508
1,5915,5111,75,0,508
1,5915,5112,25,0,159
1,5915,5112,50,0,159
1,5915,5112,75,0,159
1,5915,5113,25,0,409
1,5915,5113,50,0,409
1,5915,5113,75,0,409
1,5915,5114,25,0,166
1,5915,5114,50,0,166
1,5915,5114,75,0,166
1,5915,5116,25,0,10
1,5915,5116,50,0,10
1,5915,5116,75,0,10
1,5915,5117,25,0,50
1,5915,5117,50,0,50
1,5915,5117,75,0,50
1,5915,5119,25,0,138
1,5915,5119,50,0,138
1,5915,5119,75,0,138
1,5915,5120,25,0,54
1,5915,5120,50,0,54
1,5915,5120,75,0,54
1,5915,5122,25,0,10
1,5915,5122,50,0,10
1,5915,5122,75,0,10
1,5915,5124,25,0,89
1,5915,5124,50,0,89
1,5915,5124,75,0,89
1,5915,5154,25,0,11
1,5915,5154,50,0,11
1,5915,5154,75,0,11
1,5915,5158,25,0,107
1,5915,5158,50,0,107
1,5915,5158,75,0,107
1,5915,5162,25,0,39
1,5915,5162,50,0,39
1,5915,5162,75,0,39
1,5915,5166,25,0,37
1,5915,5166,50,0,37
1,5915,5166,75,0,37
1,5915,5170,25,0,337
1,5915,5170,50,0,337
1,5915,5170,75,0,337
1,5915,5314,25,0,25
1,5915,5314,50,0,25
1,5915,5314,75,0,25
1,5915,5315,25,0,399
1,5915,5315,50,0,399
1,5915,5315,75,0,399
1,5915,5316,25,0,10
1,5915,5316,50,0,10
1,5915,5316,75,0,10
1,5915,5334,25,0,30
1,5915,5334,50,0,30
1,5915,5334,75,0,30
1,5915,5358,25,0,13
1,5915,5358,50,0,13
1,5915,5358,75,0,13
1,5915,5362,25,0,32
1,5915,5362,50,0,32
1,5915,5362,75,0,32
1,5915,5374,25,0,22
1,5915,5374,50,0,22
1,5915,5374,75,0,22
1,5915,5378,25,0,13
1,5915,5378,50,0,13
1,5915,5378,75,0,13
1,5915,5382,25,0,29
1,5915,5382,50,0,29
1,5915,5382,75,0,29
1,5915,5512,25,0,69
1,5915,5512,50,0,69
1,5915,5512,75,0,69
1,5915,5513,25,0,186
1,5915,5513,50,0,186
1,5915,5513,75,0,186
1,5915,5515,25,0,2473
1,5915,5515,50,0,2473
1,5915,5515,75,0,2473
1,5915,5554,25,0,80
1,5915,5554,50,0,80
1,5915,5554,75,0,80
1,5915,5558,25,0,588
1,5915,5558,50,0,588
1,5915,5558,75,0,588
1,5915,5562,25,0,397
1,5915,5562,50,0,397
1,5915,5562,75,0,397
1,5915,5566,25,0,244
1,5915,5566,50,0,244
1,5915,5566,75,0,244
1,5915,5570,25,0,3605
1,5915,5570,50,0,3605
1,5915,5570,75,0,3605
1,5915,5711,25,0,528
1,5915,5711,50,0,528
1,5915,5711,75,0,528
1,5915,5754,25,0,635
1,5915,5754,50,0,635
1,5915,5754,75,0,635
1,5915,5758,25,0,91
1,5915,5758,50,0,91
1,5915,5758,75,0,91
1,5915,5762,25,0,14
1,5915,5762,50,0,14
1,5915,5762,75,0,14
1,5915,5766,25,0,110
1,5915,5766,50,0,110
1,5915,5766,75,0,110
1,5915,5770,25,0,109
1,5915,5770,50,0,109
1,5915,5770,75,0,109
1,5915,5774,25,0,180
1,5915,5774,50,0,180
1,5915,5774,75,0,180
1,5915,5911,25,0,400
1,5915,5911,50,0,400
1,5915,5911,75,0,400
1,5915,5913,25,0,3522
1,5915,5913,50,0,3522
1,5915,5913,75,0,3522
1,5915,5914,25,0,347
1,5915,5914,50,0,347
1,5915,5914,75,0,347
1,5915,5916,25,0,161
1,5915,5916,50,0,161
1,5915,5916,75,0,161
1,5915,5954,25,0,295
1,5915,5954,50,0,295
1,5915,5954,75,0,295
1,5915,5958,25,0,455
1,5915,5958,50,0,455
1,5915,5958,75,0,455
1,5915,5962,25,0,376
1,5915,5962,50,0,376
1,5915,5962,75,0,376
1,5915,5966,25,0,108
1,5915,5966,50,0,108
1,5915,5966,75,0,108
1,5915,5970,25,0,59
1,5915,5970,50,0,59
1,5915,5970,75,0,59
1,5915,5974,25,0,3067
1,5915,5974,50,0,3067
1,5915,5974,75,0,3067
1,5915,5978,25,1,7469
1,5915,5978,50,1,7469
1,5915,5978,75,1,7469
1,5915,6412,25,0,69
1,5915,6412,50,0,69
1,5915,6412,75,0,69
1,5915,6414,25,0,8
1,5915,6414,50,0,8
1,5915,6414,75,0,8
1,5915,6434,25,0,8
1,5915,6434,50,0,8
1,5915,6434,75,0,8
1,5915,6435,25,0,6
1,5915,6435,50,0,6
1,5915,6435,75,0,6
1,5915,6436,25,0,11
1,5915,6436,50,0,11
1,5915,6436,75,0,11
1,5915,6438,25,0,9
1,5915,6438,50,0,9
1,5915,6438,75,0,9
1,5915,6531,25,0,27
1,5915,6531,50,0,27
1,5915,6531,75,0,27
1,5915,6533,25,0,14
1,5915,6533,50,0,14
1,5915,6533,75,0,14
1,5915,6611,25,0,17
1,5915,6611,50,0,17
1,5915,6611,75,0,17
1,5915,6634,25,0,13
1,5915,6634,50,0,13
1,5915,6634,75,0,13
1,5915,6635,25,0,15
1,5915,6635,50,0,15
1,5915,6635,75,0,15
1,5915,6636,25,0,13
1,5915,6636,50,0,13
1,5915,6636,75,0,13
1,5915,7111,25,0,10
1,5915,7111,50,0,10
1,5915,7111,75,0,10
1,5915,7315,25,0,44
1,5915,7315,50,0,44
1,5915,7315,75,0,44
1,5915,7339,25,0,7
1,5915,7339,50,0,7
1,5915,7339,75,0,7
1,5915,8116,25,0,15
1,5915,8116,50,0,15
1,5915,8116,75,0,15
1,5915,8135,25,0,13
1,5915,8135,50,0,13
1,5915,8135,75,0,13
1,5915,8212,25,0,14
1,5915,8212,50,0,14
1,5915,8212,75,0,14
1,5915,9162,25,0,51
1,5915,9162,50,0,51
1,5915,9162,75,0,51
1,5915,9177,25,0,25
1,5915,9177,50,0,25
1,5915,9177,75,0,25
1,5915,9182,25,0,12
1,5915,9182,50,0,12
1,5915,9182,75,0,12
1,5915,9184,25,0,6
1,5915,9184,50,0,6
1,5915,9184,75,0,6
1,5915,9276,25,0,12
1,5915,9276,50,0,12
1,5915,9276,75,0,12
1,5915,9464,25,0,12
1,5915,9464,50,0,12
1,5915,9464,75,0,12
1,5915,9777,25,0,12
1,5915,9777,50,0,12
1,5915,9777,75,0,12
1,5915,11000,25,0,463
1,5915,11000,50,0,463
1,5915,11000,75,0,463
1,5915,12054,25,0,15
1,5915,12054,50,0,15
1,5915,12054,75,0,15
1,5915,12061,25,0,25
1,5915,12061,50,0,25
1,5915,12061,75,0,25
1,5915,12063,25,0,12
1,5915,12063,50,0,12
1,5915,12063,75,0,12
1,5915,13071,25,0,13
1,5915,13071,50,0,13
1,5915,13071,75,0,13
1,5915,13073,25,0,13
1,5915,13073,50,0,13
1,5915,13073,75,0,13
1,5915,14612,25,0,13
1,5915,14612,50,0,13
1,5915,14612,75,0,13
1,5915,14713,25,0,26
1,5915,14713,50,0,26
1,5915,14713,75,0,26
1,5915,15003,25,0,13
1,5915,15003,50,0,13
1,5915,15003,75,0,13
1,5915,15081,25,0,12
1,5915,15081,50,0,12
1,5915,15081,75,0,12
1,5915,15082,25,0,12
1,5915,15082,50,0,12
1,5915,15082,75,0,12
1,5915,16063,25,0,23
1,5915,16063,50,0,23
1,5915,16063,75,0,23
1,5916,1051,25,0,12
1,5916,1051,50,0,12
1,5916,1051,75,0,12
1,5916,2000,25,0,43
1,5916,2000,50,0,43
1,5916,2000,75,0,43
1,5916,3103,25,0,13
1,5916,3103,50,0,13
1,5916,3103,75,0,13
1,5916,3159,25,0,14
1,5916,3159,50,0,14
1,5916,3159,75,0,14
1,5916,3241,25,0,31
1,5916,3241,50,0,31
1,5916,3241,75,0,31
1,5916,3254,25,0,14
1,5916,3254,50,0,14
1,5916,3254,75,0,14
1,5916,3352,25,0,7
1,5916,3352,50,0,7
1,5916,3352,75,0,7
1,5916,3404,25,0,21
1,5916,3404,50,0,21
1,5916,3404,75,0,21
1,5916,3451,25,0,13
1,5916,3451,50,0,13
1,5916,3451,75,0,13
1,5916,3452,25,0,13
1,5916,3452,50,0,13
1,5916,3452,75,0,13
1,5916,3454,25,0,42
1,5916,3454,50,0,42
1,5916,3454,75,0,42
1,5916,3457,25,0,25
1,5916,3457,50,0,25
1,5916,3457,75,0,25
1,5916,3459,25,0,34
1,5916,3459,50,0,34
1,5916,3459,75,0,34
1,5916,4011,25,0,9
1,5916,4011,50,0,9
1,5916,4011,75,0,9
1,5916,5111,25,0,962
1,5916,5111,50,0,962
1,5916,5111,75,0,962
1,5916,5112,25,0,917
1,5916,5112,50,0,917
1,5916,5112,75,0,917
1,5916,5113,25,0,3437
1,5916,5113,50,0,3437
1,5916,5113,75,0,3437
1,5916,5114,25,0,142
1,5916,5114,50,0,142
1,5916,5114,75,0,142
1,5916,5116,25,0,49
1,5916,5116,50,0,49
1,5916,5116,75,0,49
1,5916,5117,25,0,422
1,5916,5117,50,0,422
1,5916,5117,75,0,422
1,5916,5119,25,0,526
1,5916,5119,50,0,526
1,5916,5119,75,0,526
1,5916,5120,25,0,87
1,5916,5120,50,0,87
1,5916,5120,75,0,87
1,5916,5122,25,0,32
1,5916,5122,50,0,32
1,5916,5122,75,0,32
1,5916,5124,25,0,404
1,5916,5124,50,0,404
1,5916,5124,75,0,404
1,5916,5154,25,0,70
1,5916,5154,50,0,70
1,5916,5154,75,0,70
1,5916,5158,25,0,415
1,5916,5158,50,0,415
1,5916,5158,75,0,415
1,5916,5162,25,0,147
1,5916,5162,50,0,147
1,5916,5162,75,0,147
1,5916,5166,25,0,72
1,5916,5166,50,0,72
1,5916,5166,75,0,72
1,5916,5170,25,0,344
1,5916,5170,50,0,344
1,5916,5170,75,0,344
1,5916,5314,25,0,53
1,5916,5314,50,0,53
1,5916,5314,75,0,53
1,5916,5315,25,0,435
1,5916,5315,50,0,435
1,5916,5315,75,0,435
1,5916,5316,25,0,45
1,5916,5316,50,0,45
1,5916,5316,75,0,45
1,5916,5334,25,0,23
1,5916,5334,50,0,23
1,5916,5334,75,0,23
1,5916,5358,25,0,20
1,5916,5358,50,0,20
1,5916,5358,75,0,20
1,5916,5362,25,0,77
1,5916,5362,50,0,77
1,5916,5362,75,0,77
1,5916,5370,25,0,7
1,5916,5370,50,0,7
1,5916,5370,75,0,7
1,5916,5374,25,0,38
1,5916,5374,50,0,38
1,5916,5374,75,0,38
1,5916,5378,25,0,25
1,5916,5378,50,0,25
1,5916,5378,75,0,25
1,5916,5382,25,0,25
1,5916,5382,50,0,25
1,5916,5382,75,0,25
1,5916,5512,25,0,449
1,5916,5512,50,0,449
1,5916,5512,75,0,449
1,5916,5513,25,0,3125
1,5916,5513,50,0,3125
1,5916,5513,75,0,3125
1,5916,5515,25,0,212
1,5916,5515,50,0,212
1,5916,5515,75,0,212
1,5916,5554,25,0,119
1,5916,5554,50,0,119
1,5916,5554,75,0,119
1,5916,5558,25,0,113
1,5916,5558,50,0,113
1,5916,5558,75,0,113
1,5916,5562,25,0,5037
1,5916,5562,50,1,5037
1,5916,5562,75,1,5037
1,5916,5566,25,0,52
1,5916,5566,50,0,52
1,5916,5566,75,0,52
1,5916,5570,25,0,63
1,5916,5570,50,0,63
1,5916,5570,75,0,63
1,5916,5711,25,0,19
1,5916,5711,50,0,19
1,5916,5711,75,0,19
1,5916,5754,25,0,52
1,5916,5754,50,0,52
1,5916,5754,75,0,52
1,5916,5758,25,0,4
1,5916,5758,50,0,4
1,5916,5758,75,0,4
1,5916,5762,25,0,7
1,5916,5762,50,0,7
1,5916,5762,75,0,7
1,5916,5766,25,0,4
1,5916,5766,50,0,4
1,5916,5766,75,0,4
1,5916,5770,25,0,28
1,5916,5770,50,0,28
1,5916,5770,75,0,28
1,5916,5774,25,0,14
1,5916,5774,50,0,14
1,5916,5774,75,0,14
1,5916,5911,25,2,10695
1,5916,5911,50,2,10695
1,5916,5911,75,2,10696
1,5916,5913,25,0,3523
1,5916,5913,50,0,3523
1,5916,5913,75,0,3523
1,5916,5914,25,0,253
1,5916,5914,50,0,253
1,5916,5914,75,0,253
1,5916,5915,25,0,112
1,5916,5915,50,0,112
1,5916,5915,75,0,112
1,5916,5954,25,0,1365
1,5916,5954,50,0,1365
1,5916,5954,75,0,1365
1,5916,5958,25,0,54
1,5916,5958,50,0,54
1,5916,5958,75,0,54
1,5916,5962,25,0,154
1,5916,5962,50,0,154
1,5916,5962,75,0,154
1,5916,5966,25,0,6
1,5916,5966,50,0,6
1,5916,5966,75,0,6
1,5916,5970,25,0,56
1,5916,5970,50,0,56
1,5916,5970,75,0,56
1,5916,5974,25,0,64
1,5916,5974,50,0,64
1,5916,5974,75,0,64
1,5916,5978,25,0,544
1,5916,5978,50,0,544
1,5916,5978,75,0,544
1,5916,6412,25,0,41
1,5916,6412,50,0,41
1,5916,6412,75,0,41
1,5916,6413,25,0,13
1,5916,6413,50,0,13
1,5916,6413,75,0,13
1,5916,6414,25,0,8
1,5916,6414,50,0,8
1,5916,6414,75,0,8
1,5916,6433,25,0,7
1,5916,6433,50,0,7
1,5916,6433,75,0,7
1,5916,6434,25,0,9
1,5916,6434,50,0,9
1,5916,6434,75,0,9
1,5916,6436,25,0,22
1,5916,6436,50,0,22
1,5916,6436,75,0,22
1,5916,6438,25,0,14
1,5916,6438,50,0,14
1,5916,6438,75,0,14
1,5916,6439,25,0,14
1,5916,6439,50,0,14
1,5916,6439,75,0,14
1,5916,6534,25,0,14
1,5916,6534,50,0,14
1,5916,6534,75,0,14
1,5916,6631,25,0,13
1,5916,6631,50,0,13
1,5916,6631,75,0,13
1,5916,6636,25,0,13
1,5916,6636,50,0,13
1,5916,6636,75,0,13
1,5916,7133,25,0,13
1,5916,7133,50,0,13
1,5916,7133,75,0,13
1,5916,7137,25,0,6
1,5916,7137,50,0,6
1,5916,7137,75,0,6
1,5916,7211,25,0,4
1,5916,7211,50,0,4
1,5916,7211,75,0,4
1,5916,8111,25,0,14
1,5916,8111,50,0,14
1,5916,8111,75,0,14
1,5916,8127,25,0,22
1,5916,8127,50,0,22
1,5916,8127,75,0,22
1,5916,8222,25,0,6
1,5916,8222,50,0,6
1,5916,8222,75,0,6
1,5916,8311,25,0,25
1,5916,8311,50,0,25
1,5916,8311,75,0,25
1,5916,9162,25,0,32
1,5916,9162,50,0,32
1,5916,9162,75,0,32
1,5916,9184,25,0,18
1,5916,9184,50,0,18
1,5916,9184,75,0,18
1,5916,9271,25,0,12
1,5916,9271,50,0,12
1,5916,9271,75,0,12
1,5916,11000,25,0,47
1,5916,11000,50,0,47
1,5916,11000,75,0,47
1,5916,13004,25,0,12
1,5916,13004,50,0,12
1,5916,13004,75,0,12
1,5916,13071,25,0,13
1,5916,13071,50,0,13
1,5916,13071,75,0,13
1,5954,1002,25,0,15
1,5954,1002,50,0,15
1,5954,1002,75,0,15
1,5954,1003,25,0,17
1,5954,1003,50,0,17
1,5954,1003,75,0,17
1,5954,1051,25,0,12
1,5954,1051,50,0,12
1,5954,1051,75,0,12
1,5954,1054,25,0,27
1,5954,1054,50,0,27
1,5954,1054,75,0,27
1,5954,1055,25,0,38
1,5954,1055,50,0,38
1,5954,1055,75,0,38
1,5954,1058,25,0,26
1,5954,1058,50,0,26
1,5954,1058,75,0,26
1,5954,1060,25,0,14
1,5954,1060,50,0,14
1,5954,1060,75,0,14
1,5954,1061,25,0,13
1,5954,1061,50,0,13
1,5954,1061,75,0,13
1,5954,2000,25,0,321
1,5954,2000,50,0,321
1,5954,2000,75,0,321
1,5954,3102,25,0,100
1,5954,3102,50,0,100
1,5954,3102,75,0,100
1,5954,3153,25,0,13
1,5954,3153,50,0,13
1,5954,3153,75,0,13
1,5954,3154,25,0,12
1,5954,3154,50,0,12
1,5954,3154,75,0,12
1,5954,3159,25,0,18
1,5954,3159,50,0,18
1,5954,3159,75,0,18
1,5954,3241,25,0,149
1,5954,3241,50,0,149
1,5954,3241,75,0,149
1,5954,3252,25,0,27
1,5954,3252,50,0,27
1,5954,3252,75,0,27
1,5954,3254,25,0,17
1,5954,3254,50,0,17
1,5954,3254,75,0,17
1,5954,3255,25,0,14
1,5954,3255,50,0,14
1,5954,3255,75,0,14
1,5954,3257,25,0,17
1,5954,3257,50,0,17
1,5954,3257,75,0,17
1,5954,3351,25,0,13
1,5954,3351,50,0,13
1,5954,3351,75,0,13
1,5954,3357,25,0,13
1,5954,3357,50,0,13
1,5954,3357,75,0,13
1,5954,3402,25,0,12
1,5954,3402,50,0,12
1,5954,3402,75,0,12
1,5954,3403,25,0,14
1,5954,3403,50,0,14
1,5954,3403,75,0,14
1,5954,3404,25,0,30
1,5954,3404,50,0,30
1,5954,3404,75,0,30
1,5954,3452,25,0,39
1,5954,3452,50,0,39
1,5954,3452,75,0,39
1,5954,3454,25,0,28
1,5954,3454,50,0,28
1,5954,3454,75,0,28
1,5954,3456,25,0,17
1,5954,3456,50,0,17
1,5954,3456,75,0,17
1,5954,3457,25,0,14
1,5954,3457,50,0,14
1,5954,3457,75,0,14
1,5954,3458,25,0,15
1,5954,3458,50,0,15
1,5954,3458,75,0,15
1,5954,3459,25,0,49
1,5954,3459,50,0,49
1,5954,3459,75,0,49
1,5954,3460,25,0,16
1,5954,3460,50,0,16
1,5954,3460,75,0,16
1,5954,3461,25,0,13
1,5954,3461,50,0,13
1,5954,3461,75,0,13
1,5954,3462,25,0,37
1,5954,3462,50,0,37
1,5954,3462,75,0,37
1,5954,4011,25,0,87
1,5954,4011,50,0,87
1,5954,4011,75,0,87
1,5954,5111,25,0,3295
1,5954,5111,50,0,3295
1,5954,5111,75,0,3295
1,5954,5112,25,0,921
1,5954,5112,50,0,921
1,5954,5112,75,0,921
1,5954,5113,25,1,5973
1,5954,5113,50,1,5973
1,5954,5113,75,1,5973
1,5954,5114,25,0,241
1,5954,5114,50,0,241
1,5954,5114,75,0,241
1,5954,5116,25,0,319
1,5954,5116,50,0,319
1,5954,5116,75,0,319
1,5954,5117,25,0,490
1,5954,5117,50,0,490
1,5954,5117,75,0,490
1,5954,5119,25,0,524
1,5954,5119,50,0,524
1,5954,5119,75,0,524
1,5954,5120,25,0,1442
1,5954,5120,50,0,1442
1,5954,5120,75,0,1442
1,5954,5122,25,0,395
1,5954,5122,50,0,395
1,5954,5122,75,0,395
1,5954,5124,25,2,9558
1,5954,5124,50,2,9558
1,5954,5124,75,2,9558
1,5954,5154,25,0,275
1,5954,5154,50,0,275
1,5954,5154,75,0,275
1,5954,5158,25,0,2932
1,5954,5158,50,0,2932
1,5954,5158,75,0,2932
1,5954,5162,25,0,479
1,5954,5162,50,0,479
1,5954,5162,75,0,479
1,5954,5166,25,0,144
1,5954,5166,50,0,144
1,5954,5166,75,0,144
1,5954,5170,25,0,369
1,5954,5170,50,0,369
1,5954,5170,75,0,369
1,5954,5314,25,0,320
1,5954,5314,50,0,320
1,5954,5314,75,0,320
1,5954,5315,25,0,3271
1,5954,5315,50,0,3271
1,5954,5315,75,0,3271
1,5954,5316,25,0,208
1,5954,5316,50,0,208
1,5954,5316,75,0,208
1,5954,5334,25,0,677
1,5954,5334,50,0,677
1,5954,5334,75,0,677
1,5954,5358,25,0,219
1,5954,5358,50,0,219
1,5954,5358,75,0,219
1,5954,5362,25,0,257
1,5954,5362,50,0,257
1,5954,5362,75,0,257
1,5954,5366,25,0,279
1,5954,5366,50,0,279
1,5954,5366,75,0,279
1,5954,5370,25,0,101
1,5954,5370,50,0,101
1,5954,5370,75,0,101
1,5954,5374,25,0,694
1,5954,5374,50,0,694
1,5954,5374,75,0,694
1,5954,5378,25,0,419
1,5954,5378,50,0,419
1,5954,5378,75,0,419
1,5954,5382,25,0,527
1,5954,5382,50,0,527
1,5954,5382,75,0,527
1,5954,5512,25,0,316
1,5954,5512,50,0,316
1,5954,5512,75,0,316
1,5954,5513,25,0,943
1,5954,5513,50,0,943
1,5954,5513,75,0,943
1,5954,5515,25,0,563
1,5954,5515,50,0,563
1,5954,5515,75,0,563
1,5954,5554,25,0,380
1,5954,5554,50,0,380
1,5954,5554,75,0,380
1,5954,5558,25,0,133
1,5954,5558,50,0,133
1,5954,5558,75,0,133
1,5954,5562,25,0,1374
1,5954,5562,50,0,1374
1,5954,5562,75,0,1374
1,5954,5566,25,0,85
1,5954,5566,50,0,85
1,5954,5566,75,0,85
1,5954,5570,25,0,189
1,5954,5570,50,0,189
1,5954,5570,75,0,189
1,5954,5711,25,0,330
1,5954,5711,50,0,330
1,5954,5711,75,0,330
1,5954,5754,25,0,67
1,5954,5754,50,0,67
1,5954,5754,75,0,67
1,5954,5758,25,0,175
1,5954,5758,50,0,175
1,5954,5758,75,0,175
1,5954,5762,25,0,131
1,5954,5762,50,0,131
1,5954,5762,75,0,131
1,5954,5766,25,0,124
1,5954,5766,50,0,124
1,5954,5766,75,0,124
1,5954,5770,25,0,82
1,5954,5770,50,0,82
1,5954,5770,75,0,82
1,5954,5774,25,0,191
1,5954,5774,50,0,191
1,5954,5774,75,0,191
1,5954,5911,25,2,10654
1,5954,5911,50,2,10654
1,5954,5911,75,2,10654
1,5954,5913,25,1,9072
1,5954,5913,50,2,9072
1,5954,5913,75,2,9072
1,5954,5914,25,2,9012
1,5954,5914,50,2,9012
1,5954,5914,75,2,9012
1,5954,5915,25,0,284
1,5954,5915,50,0,284
1,5954,5915,75,0,284
1,5954,5916,25,0,1100
1,5954,5916,50,0,1100
1,5954,5916,75,0,1100
1,5954,5958,25,0,220
1,5954,5958,50,0,220
1,5954,5958,75,0,220
1,5954,5962,25,0,2501
1,5954,5962,50,0,2501
1,5954,5962,75,0,2501
1,5954,5966,25,0,187
1,5954,5966,50,0,187
1,5954,5966,75,0,187
1,5954,5970,25,0,489
1,5954,5970,50,0,489
1,5954,5970,75,0,489
1,5954,5974,25,0,280
1,5954,5974,50,0,280
1,5954,5974,75,0,280
1,5954,5978,25,0,1932
1,5954,5978,50,0,1932
1,5954,5978,75,0,1932
1,5954,6411,25,0,14
1,5954,6411,50,0,14
1,5954,6411,75,0,14
1,5954,6412,25,0,321
1,5954,6412,50,0,321
1,5954,6412,75,0,321
1,5954,6414,25,0,39
1,5954,6414,50,0,39
1,5954,6414,75,0,39
1,5954,6433,25,0,12
1,5954,6433,50,0,12
1,5954,6433,75,0,12
1,5954,6434,25,0,42
1,5954,6434,50,0,42
1,5954,6434,75,0,42
1,5954,6435,25,0,11
1,5954,6435,50,0,11
1,5954,6435,75,0,11
1,5954,6436,25,0,31
1,5954,6436,50,0,31
1,5954,6436,75,0,31
1,5954,6438,25,0,18
1,5954,6438,50,0,18
1,5954,6438,75,0,18
1,5954,6439,25,0,31
1,5954,6439,50,0,31
1,5954,6439,75,0,31
1,5954,6440,25,0,24
1,5954,6440,50,0,24
1,5954,6440,75,0,24
1,5954,6532,25,0,15
1,5954,6532,50,0,15
1,5954,6532,75,0,15
1,5954,6533,25,0,23
1,5954,6533,50,0,23
1,5954,6533,75,0,23
1,5954,6611,25,0,46
1,5954,6611,50,0,46
1,5954,6611,75,0,46
1,5954,6631,25,0,10
1,5954,6631,50,0,10
1,5954,6631,75,0,10
1,5954,6635,25,0,43
1,5954,6635,50,0,43
1,5954,6635,75,0,43
1,5954,6636,25,0,990
1,5954,6636,50,0,990
1,5954,6636,75,0,990
1,5954,7111,25,0,47
1,5954,7111,50,0,47
1,5954,7111,75,0,47
1,5954,7131,25,0,68
1,5954,7131,50,0,68
1,5954,7131,75,0,68
1,5954,7132,25,0,27
1,5954,7132,50,0,27
1,5954,7132,75,0,27
1,5954,7137,25,0,32
1,5954,7137,50,0,32
1,5954,7137,75,0,32
1,5954,7138,25,0,48
1,5954,7138,50,0,48
1,5954,7138,75,0,48
1,5954,7140,25,0,43
1,5954,7140,50,0,43
1,5954,7140,75,0,43
1,5954,7141,25,0,15
1,5954,7141,50,0,15
1,5954,7141,75,0,15
1,5954,7143,25,0,23
1,5954,7143,50,0,23
1,5954,7143,75,0,23
1,5954,7211,25,0,27
1,5954,7211,50,0,27
1,5954,7211,75,0,27
1,5954,7231,25,0,30
1,5954,7231,50,0,30
1,5954,7231,75,0,30
1,5954,7233,25,0,38
1,5954,7233,50,0,38
1,5954,7233,75,0,38
1,5954,7331,25,0,14
1,5954,7331,50,0,14
1,5954,7331,75,0,14
1,5954,8111,25,0,62
1,5954,8111,50,0,62
1,5954,8111,75,0,62
1,5954,8115,25,0,17
1,5954,8115,50,0,17
1,5954,8115,75,0,17
1,5954,8116,25,0,9
1,5954,8116,50,0,9
1,5954,8116,75,0,9
1,5954,8118,25,0,33
1,5954,8118,50,0,33
1,5954,8118,75,0,33
1,5954,8119,25,0,15
1,5954,8119,50,0,15
1,5954,8119,75,0,15
1,5954,8135,25,0,13
1,5954,8135,50,0,13
1,5954,8135,75,0,13
1,5954,8212,25,0,17
1,5954,8212,50,0,17
1,5954,8212,75,0,17
1,5954,8222,25,0,82
1,5954,8222,50,0,82
1,5954,8222,75,0,82
1,5954,8226,25,0,30
1,5954,8226,50,0,30
1,5954,8226,75,0,30
1,5954,8231,25,0,13
1,5954,8231,50,0,13
1,5954,8231,75,0,13
1,5954,8311,25,0,40
1,5954,8311,50,0,40
1,5954,8311,75,0,40
1,5954,8317,25,0,27
1,5954,8317,50,0,27
1,5954,8317,75,0,27
1,5954,8326,25,0,28
